"haypp","hse","hfa","aaypp","ase","gw"
5.551601409912109,0.5280898809432983,6.6875,5.9772725105285645,0.3614457845687866,"h"
5.4558234214782715,0.2613636255264282,4.125,5.673306941986084,0.38749998807907104,"a"
5.529531478881836,0.3333333432674408,3.8541665077209473,6.313229560852051,0.4000000059604645,"h"
5.0752034187316895,0.25,3.0833330154418945,5.205405235290527,0.36263737082481384,"a"
5.724790096282959,0.27659574151039124,-0.39583349227905273,5.163147926330566,0.35227271914482117,"a"
4.94866943359375,0.3298968970775604,8.916666984558105,5.906642913818359,0.4000000059604645,"h"
5.140594005584717,0.3191489279270172,5.375,5.279245376586914,0.29591837525367737,"h"
5.105973243713379,0.30612245202064514,2.2708332538604736,5.16893196105957,0.3452380895614624,"a"
5.310077667236328,0.31182795763015747,7.041666507720947,6.2826924324035645,0.3888888955116272,"h"
5.452000141143799,0.3636363744735718,5,4.880819320678711,0.2777777910232544,"h"
6.489278793334961,0.49450549483299255,4.8125,5.801603317260742,0.3711340129375458,"h"
5.170385360717773,0.2916666567325592,3.5833330154418945,5.1686506271362305,0.31521740555763245,"a"
4.867679119110107,0.25882354378700256,0.5625,5.352564334869385,0.2395833283662796,"a"
6.035928249359131,0.3604651093482971,3.3958334922790527,5.394339561462402,0.34020617604255676,"h"
6.137330532073975,0.40697672963142395,5,5.8932204246521,0.35353535413742065,"h"
5.332038879394531,0.32258063554763794,6.854166507720947,5.072165012359619,0.3146067261695862,"h"
5.718535423278809,0.37362638115882874,2.0965137481689453,5.615658283233643,0.3177570104598999,"a"
5.293307304382324,0.3186813294887543,1.2295918464660645,5.343228340148926,0.3541666567325592,"h"
5.079150676727295,0.31578946113586426,9.167091369628906,5.294676780700684,0.3804347813129425,"a"
5.861056804656982,0.36000001430511475,5.754251956939697,5.559118270874023,0.3103448152542114,"h"
5.152719497680664,0.2604166567325592,4.120323181152344,5.481900215148926,0.23655913770198822,"h"
5.642592430114746,0.3469387888908386,4.80272102355957,5.669260501861572,0.36666667461395264,"a"
5.681128025054932,0.23076923191547394,-0.4375,5.142548561096191,0.24731183052062988,"h"
5.373253345489502,0.2857142984867096,3.929421901702881,5.0751566886901855,0.30337077379226685,"a"
5.320487022399902,0.3146067261695862,7.420493125915527,5.087719440460205,0.30337077379226685,"h"
5.779720306396484,0.38823530077934265,7.331207752227783,5.463043689727783,0.27368420362472534,"a"
6.443396091461182,0.4615384638309479,6.286989688873291,5.143426418304443,0.29411765933036804,"h"
4.917171955108643,0.2857142984867096,3.28741455078125,5.42168664932251,0.33673468232154846,"h"
4.8379998207092285,0.2395833283662796,2.996598243713379,5.3172688484191895,0.364705890417099,"h"
5.484732627868652,0.3925233781337738,2.0612244606018066,6.187007904052734,0.5053763389587402,"a"
6.734530925750732,0.5393258333206177,10.406888008117676,5.929856300354004,0.40697672963142395,"h"
6.018416404724121,0.38999998569488525,5.87117338180542,5.062381744384766,0.31521740555763245,"a"
5.751391410827637,0.3711340129375458,4.673469543457031,6.138067245483398,0.31313130259513855,"h"
6.061023712158203,0.37931033968925476,3.142857074737549,5.718631267547607,0.3888888955116272,"a"
5.258687496185303,0.301075279712677,1.3877551555633545,6.153846263885498,0.37362638115882874,"h"
5.033932209014893,0.3333333432674408,5.4285712242126465,5.763912200927734,0.33000001311302185,"a"
5.132958889007568,0.3137255012989044,2.224489688873291,5.763157844543457,0.3333333432674408,"h"
5.558704376220703,0.36781609058380127,7.5714287757873535,5.767676830291748,0.3255814015865326,"h"
5.696098327636719,0.3684210479259491,4.1224493980407715,6.1236162185668945,0.3855421543121338,"a"
5.7887067794799805,0.5280898809432983,6.530612468719482,4.719587802886963,0.20202019810676575,"h"
5.509259223937988,0.4252873659133911,10.517499923706055,5.165680408477783,0.31521740555763245,"a"
5.369469165802002,0.24742268025875092,4.469387531280518,3.9841270446777344,0.16346153616905212,"a"
5.403587341308594,0.2291666716337204,4.569166660308838,5.74187707901001,0.3883495032787323,"a"
5.44291353225708,0.32258063554763794,6.63265323638916,5.1259541511535645,0.2906976640224457,"h"
5.506875991821289,0.4065934121608734,10.875833511352539,5.101593494415283,0.2978723347187042,"h"
5.610902309417725,0.38947367668151855,1.8766666650772095,5.1457085609436035,0.32673266530036926,"a"
5.544573783874512,0.36263737082481384,8.747499465942383,5.51232385635376,0.33018869161605835,"a"
6.664670467376709,0.5454545617103577,10.346939086914062,5.13948917388916,0.34065935015678406,"h"
6.526112079620361,0.47191011905670166,6.5485711097717285,5.686274528503418,0.3814432919025421,"a"
5.631775856018066,0.34408602118492126,1.3273470401763916,5.1980767250061035,0.3186813294887543,"a"
5.180697917938232,0.2921348214149475,3.88040828704834,4.442084789276123,0.19417475163936615,"h"
5.759082317352295,0.3863636255264282,4.63265323638916,5.173598766326904,0.3100000023841858,"h"
5.835341453552246,0.36000001430511475,5.659183502197266,5.204771518707275,0.32967033982276917,"h"
6.238549709320068,0.35353535413742065,5.446938514709473,4.830148696899414,0.2150537669658661,"h"
5.534303665161133,0.25555554032325745,0.07387781143188477,5.637110233306885,0.3461538553237915,"h"
4.733193397521973,0.25581395626068115,-0.08408164978027344,5.0608229637146,0.3478260934352875,"a"
5.209615230560303,0.33673468232154846,8.269387245178223,5.5347089767456055,0.3711340129375458,"a"
5.644134998321533,0.35555556416511536,5.458367347717285,5.185468673706055,0.2708333432674408,"h"
5.335892677307129,0.32967033982276917,8.372244834899902,5.800399303436279,0.4177215099334717,"a"
5.520153522491455,0.3125,7.393877983093262,4.9801764488220215,0.20618556439876556,"a"
6.233791828155518,0.4888888895511627,4.475102424621582,4.944099426269531,0.27272728085517883,"h"
5.735087871551514,0.36666667461395264,7.137958526611328,6.271999835968018,0.4680851101875305,"h"
5.437254905700684,0.4021739065647125,11.235101699829102,5.015594482421875,0.29885056614875793,"h"
5.096428394317627,0.3137255012989044,2.919999837875366,5.711864471435547,0.3523809611797333,"a"
5.376257419586182,0.375,1.7543015480041504,6.200779914855957,0.37078651785850525,"h"
5.81179141998291,0.38461539149284363,2.3377349376678467,5.042596340179443,0.25806450843811035,"a"
