"htfcr","hotfcr","haypp","hoaypp","hse","hose","hfa","atfcr","aotfcr","aaypp","aoaypp","ase","aose","gw"
0.5154638886451721,0.4881667196750641,6.676413059234619,6.287921905517578,0.41111111640930176,0.4168957471847534,-0.625,0.429824560880661,0.47524285316467285,5.312376976013184,5.664069175720215,0.35789474844932556,0.4212154150009155,"h"
0.359649121761322,0.3861737847328186,4.280459880828857,4.836136341094971,0.1428571492433548,0.20408162474632263,-12,0.3529411852359772,0.3663930892944336,4.282051086425781,4.296602725982666,0.2222222238779068,0.2455197274684906,"h"
0.3181818127632141,0.3095763325691223,5.033613681793213,4.879192352294922,0.27659574151039124,0.2698768377304077,7.5,0.4754098355770111,0.5213928818702698,4.827184677124023,4.954319953918457,0.2637362778186798,0.34239447116851807,"a"
0.5371900796890259,0.4882212281227112,6.049657344818115,5.86312198638916,0.5176470875740051,0.4147375226020813,19,0.41025641560554504,0.4392551779747009,4.92402458190918,4.937297344207764,0.27659574151039124,0.29738879203796387,"h"
0.4000000059604645,0.4314049482345581,5.807229042053223,5.870887279510498,0.32258063554763794,0.3365480303764343,-0.625,0.517241358757019,0.5193044543266296,6.2910284996032715,5.9477739334106445,0.3928571343421936,0.38121116161346436,"h"
0.5384615659713745,0.4957265257835388,5.309909820556641,5.365194320678711,0.35483869910240173,0.2918771803379059,14.25,0.4166666567325592,0.4118731617927551,4.982490062713623,5.296538352966309,0.3298968970775604,0.31758004426956177,"h"
0.4871794879436493,0.4704805016517639,6.521920680999756,5.7890729904174805,0.4285714328289032,0.3328424096107483,15.25,0.3333333432674408,0.359649121761322,4.597373962402344,4.637294769287109,0.23711340129375458,0.220597505569458,"h"
0.4553571343421936,0.4666166305541992,6.143984317779541,5.822976112365723,0.3978494703769684,0.3709677457809448,4.625,0.48739495873451233,0.42551565170288086,5.320079326629639,5.211926460266113,0.31521740555763245,0.28996163606643677,"h"
0.38461539149284363,0.4211212396621704,5.1315789222717285,5.21898078918457,0.3529411852359772,0.2922600507736206,14.5,0.34645670652389526,0.4213486611843109,4.3480000495910645,4.796807289123535,0.18446601927280426,0.23433828353881836,"h"
0.4275362193584442,0.3948025703430176,4.719164848327637,4.590017318725586,0.24175824224948883,0.19153130054473877,-0.125,0.4117647111415863,0.38955581188201904,5.704312324523926,5.664656162261963,0.33000001311302185,0.3100000023841858,"a"
0.40740740299224854,0.4280027747154236,6.087890625,5.840422630310059,0.4021739065647125,0.35326087474823,2.25,0.48739495873451233,0.47703081369400024,5.455408096313477,5.2383012771606445,0.34065935015678406,0.34715893864631653,"h"
0.4363636374473572,0.4056818187236786,6.2184367179870605,5.888967514038086,0.4343434274196625,0.37342172861099243,1.5,0.5089285969734192,0.4915332794189453,6.267961025238037,5.845195770263672,0.3978494703769684,0.39892473816871643,"a"
0.40163934230804443,0.3852459192276001,5.1417622566223145,4.987547874450684,0.30612245202064514,0.2613086402416229,22,0.2946428656578064,0.35598284006118774,5.361751079559326,5.117238998413086,0.25242719054222107,0.27054348587989807,"h"
0.4344262182712555,0.45428207516670227,5.3340163230896,5.304828643798828,0.27272728085517883,0.29518717527389526,-5.25,0.4521739184856415,0.43527063727378845,6,6.275303840637207,0.31521740555763245,0.3337450623512268,"h"
0.4032258093357086,0.42208534479141235,4.930232524871826,5.050243377685547,0.30392158031463623,0.3220638632774353,-1.75,0.4259259104728699,0.44825708866119385,5.059304714202881,5.525885581970215,0.25806450843811035,0.35185834765434265,"a"
0.3958333432674408,0.3483591675758362,4.603321075439453,4.849944114685059,0.2358490526676178,0.2542881667613983,-6.5,0.4747474789619446,0.47206762433052063,5.723790168762207,5.912708282470703,0.4588235318660736,0.4588235318660736,"h"
0.40336135029792786,0.43874964118003845,5.2478814125061035,5.26176118850708,0.2584269642829895,0.2880370020866394,-3.8055553436279297,0.4628099203109741,0.44494664669036865,5.934545516967773,5.947854995727539,0.3505154550075531,0.36473143100738525,"a"
0.47413793206214905,0.49775272607803345,5.422430038452148,5.7227983474731445,0.4000000059604645,0.3902173936367035,-0.11111068725585938,0.3009708821773529,0.3083801865577698,4.724770545959473,4.680172920227051,0.2631579041481018,0.24860022962093353,"h"
0.5206611752510071,0.4727199673652649,6.015761852264404,5.6890549659729,0.4845360815525055,0.4053115248680115,15.583333015441895,0.4765625,0.521969199180603,4.697761058807373,4.889608383178711,0.2857142984867096,0.35338348150253296,"a"
0.3798449635505676,0.3789981007575989,4.311154365539551,4.38932991027832,0.2688172161579132,0.24331949651241302,5.097222328186035,0.3008849620819092,0.33522510528564453,5.096566677093506,4.773963928222656,0.27272728085517883,0.25210437178611755,"a"
0.49166667461395264,0.4727240800857544,6.295833110809326,5.676029205322266,0.4395604431629181,0.33833691477775574,17.51388931274414,0.44859811663627625,0.4280027747154236,5.592955112457275,5.879810810089111,0.30434781312942505,0.36096513271331787,"a"
0.4183673560619354,0.4402761161327362,6.550607204437256,6.09133243560791,0.35227271914482117,0.3080044984817505,9.11111068725586,0.4576271176338196,0.4194915294647217,5.30638313293457,5.346643924713135,0.23157894611358643,0.2886866629123688,"a"
0.49624061584472656,0.4227234721183777,5.245614051818848,4.760356903076172,0.28421053290367126,0.2238360345363617,10.75,0.375,0.39976415038108826,5.5594987869262695,5.841732978820801,0.3125,0.3802083134651184,"a"
0.46666666865348816,0.47733333706855774,5.0211944580078125,5.135597229003906,0.353658527135849,0.34525030851364136,6.361111164093018,0.41904762387275696,0.39319729804992676,5.744813442230225,5.684906959533691,0.3137255012989044,0.3018627464771271,"h"
0.3636363744735718,0.41972142457962036,5.103773593902588,5.077293395996094,0.2647058963775635,0.2849845290184021,2.555555582046509,0.4126984179019928,0.3858363926410675,5.391812801361084,4.724477767944336,0.26530611515045166,0.20265305042266846,"a"
