@relation 'featureTraining_1-weka.filters.unsupervised.attribute.NumericToNominal-R1-4,9-weka.filters.unsupervised.attribute.NominalToString-C1-4,9'

@attribute geid string
@attribute gseason string
@attribute gweek string
@attribute htid string
@attribute hthwr numeric
@attribute htowr numeric
@attribute hthtor numeric
@attribute hthtop numeric
@attribute atid string
@attribute atawr numeric
@attribute atowr numeric
@attribute atator numeric
@attribute atatop numeric
@attribute gw {h,a}

@data
2011091103,2011,1,7,0.625,0.5,1.875,0.536961,8,0.25,0.3125,1.25,0.412639,h
2011091104,2011,1,14,0.75,0.5625,1.125,0.520361,9,0.375,0.3125,2.75,0.498731,a
2011091105,2011,1,17,0.625,0.6875,1.875,0.464722,21,0.75,0.8125,1.375,0.530267,h
2011091106,2011,1,24,0.375,0.5625,1,0.501768,18,0.375,0.4375,1.625,0.510454,a
2011091107,2011,1,32,0.625,0.4375,1,0.526597,26,0.75,0.625,1.5,0.512639,a
2011091108,2011,1,28,0.25,0.375,1.625,0.479104,27,0.625,0.625,2.875,0.542257,h
2011091109,2011,1,29,0.5,0.3125,1.625,0.439826,22,0,0.125,1.625,0.44684,h
2011091110,2011,1,30,0.75,0.4375,0.875,0.4932,31,0.25,0.4375,1.75,0.486146,h
2011091111,2011,1,16,0.75,0.5625,1.625,0.578056,20,0.25,0.375,1.75,0.485243,h
2011091112,2011,1,12,0.75,0.75,1.375,0.544028,25,0.5,0.375,1.75,0.511722,h
2011091200,2011,1,10,0.125,0.4375,2,0.515556,11,0.875,0.9375,0.5,0.492049,a
2011091201,2011,1,13,0.25,0.1875,1.875,0.459062,15,0.5,0.5625,1.375,0.542222,a
2011091800,2011,2,18,0.625,0.5,1.125,0.504771,14,0.25,0.5,1.5,0.505755,h
2011091801,2011,2,9,0.375,0.375,2.125,0.455373,15,0.5,0.5625,1.5,0.53441,h
2011091802,2011,2,8,0.375,0.3125,2.5,0.442692,1,0.5,0.6875,1.75,0.488247,h
2011091803,2011,2,12,0.75,0.75,1.625,0.545799,7,0.375,0.5,2.125,0.533472,h
2011091804,2011,2,6,0.625,0.5625,1.625,0.477132,3,0.375,0.375,1,0.459688,a
2011091805,2011,2,28,0.375,0.4375,1.875,0.503825,29,0,0.25,2.25,0.423488,h
2011091806,2011,2,20,0.5,0.375,2.5,0.509741,24,0.75,0.5625,1.5,0.492882,a
2011091807,2011,2,22,0.25,0.125,2.625,0.489236,19,0.375,0.625,1.375,0.526592,a
2011091808,2011,2,23,0.625,0.625,2.5,0.55074,17,0.625,0.625,1.75,0.510868,h
2011091809,2011,2,4,0.625,0.6875,0.75,0.547257,31,0.25,0.4375,1.5,0.473854,h
2011091810,2011,2,30,0.75,0.4375,0.375,0.493426,25,0.5,0.375,2,0.508302,a
2011091811,2011,2,11,1,0.9375,0.5,0.479677,16,0.375,0.5625,2.25,0.525937,h
2011091812,2011,2,13,0.375,0.25,1.875,0.459861,2,0.125,0.25,2.375,0.501285,h
2011091813,2011,2,10,0.125,0.4375,1.75,0.502257,5,0.25,0.375,1,0.471458,a
2011091814,2011,2,21,0.875,0.8125,1.125,0.518194,26,0.625,0.5625,1.875,0.51875,h
2011091900,2011,2,27,0.625,0.625,1.75,0.546458,32,0.25,0.4375,1.375,0.500446,h
2011092500,2011,3,22,0.375,0.1875,2.125,0.501597,7,0.25,0.4375,1.875,0.525312,h
2011092501,2011,3,23,0.75,0.6875,2.375,0.566424,5,0.125,0.3125,1.125,0.472743,h
2011092502,2011,3,9,0.5,0.4375,2.125,0.474609,11,0.75,0.875,1,0.49941,h
2011092503,2011,3,3,0.375,0.375,2.25,0.476442,10,0.625,0.375,2,0.506618,h
2011092504,2011,3,8,0.5,0.375,1.875,0.452206,13,0.125,0.25,1.875,0.455625,h
2011092505,2011,3,26,0.5,0.5625,2,0.545937,27,0.625,0.625,2.625,0.509549,a
2011092506,2011,3,20,0.375,0.3125,2.125,0.499483,18,0.5,0.5625,1.25,0.520713,a
2011092507,2011,3,2,0.25,0.1875,1.75,0.502813,30,0.25,0.5,1.375,0.474201,a
2011092508,2011,3,15,0.625,0.5625,1.5,0.481814,12,0.625,0.6875,1.625,0.544064,h
2011092509,2011,3,16,0.75,0.5625,1.75,0.577535,14,0.25,0.5,1.5,0.50513,h
2011092510,2011,3,32,0.5,0.375,1,0.514063,1,0.625,0.75,1.375,0.499601,a
2011092511,2011,3,17,0.5,0.5625,2,0.46125,19,0.5,0.6875,1.375,0.530064,a
2011092512,2011,3,31,0.625,0.4375,2,0.447118,29,0,0.25,2.125,0.446474,h
2011092513,2011,3,24,0.5,0.625,1,0.507532,21,0.625,0.75,1.625,0.502153,h
2011092514,2011,3,6,0.5,0.5,1.625,0.459667,4,0.75,0.6875,2.25,0.531815,a
2011092600,2011,3,25,0.375,0.4375,2.125,0.52184,28,0.5,0.4375,2.375,0.473611,h
2011100200,2011,4,2,0.375,0.25,1.5,0.506493,9,0.375,0.4375,2.5,0.500502,h
2011100201,2011,4,3,0.375,0.375,2,0.490991,8,0.25,0.375,1.375,0.412326,a
2011100202,2011,4,5,0.625,0.375,1,0.518882,4,0.625,0.625,2.125,0.526537,h
2011100203,2011,4,25,0.375,0.4375,2.125,0.521667,18,0.625,0.625,1,0.49099,a
2011100204,2011,4,26,0.5,0.5625,2.125,0.542153,30,0.375,0.5625,1.375,0.479826,a
2011100205,2011,4,17,0.625,0.625,2.125,0.463125,22,0,0.1875,1.625,0.471528,h
2011100206,2011,4,32,0.375,0.3125,1,0.497396,28,0.5,0.4375,2.5,0.49052,a
2011100207,2011,4,7,0.625,0.4375,1.875,0.516198,23,0.75,0.75,1.5,0.517118,a
2011100208,2011,4,14,0.75,0.5,1,0.507861,20,0.25,0.3125,1.5,0.497917,h
2011100209,2011,4,29,0.375,0.1875,1.75,0.443993,27,0.625,0.625,2.25,0.489757,a
2011100210,2011,4,31,0.5,0.375,2,0.438576,21,0.625,0.75,1.5,0.523125,a
2011100211,2011,4,19,0.875,0.6875,1,0.545465,13,0,0.1875,2.25,0.438299,h
2011100212,2011,4,15,0.625,0.5625,1.375,0.487682,11,0.75,0.875,1,0.501667,a
2011100213,2011,4,16,0.875,0.625,1.25,0.575208,10,0.5,0.3125,2,0.511827,h
2011100214,2011,4,1,0.875,0.75,1.125,0.512296,12,0.5,0.625,2.125,0.506669,h
2011100300,2011,4,24,0.625,0.6875,0.875,0.529372,6,0.375,0.4375,1.875,0.462535,h
2011100900,2011,5,4,0.75,0.6875,0.875,0.553264,8,0.125,0.3125,1.5,0.401667,h
2011100901,2011,5,5,0.625,0.375,1,0.546521,15,0.625,0.625,1.375,0.532188,a
2011100902,2011,5,6,0.375,0.375,1.625,0.439806,14,0.375,0.5625,1.5,0.504401,a
2011100903,2011,5,7,0.5,0.375,2.125,0.511371,2,0.25,0.3125,2.25,0.508194,a
2011100904,2011,5,27,0.625,0.625,2,0.545625,31,0.25,0.375,1.875,0.462153,a
2011100905,2011,5,20,0.375,0.3125,2.125,0.501879,29,0,0.1875,2.25,0.45894,h
2011100906,2011,5,22,0.375,0.1875,1.875,0.492535,23,0.75,0.75,1.5,0.52375,a
2011100907,2011,5,9,0.625,0.5,2.25,0.491241,26,0.5,0.5,2.375,0.509514,h
2011100908,2011,5,30,0.75,0.5625,0.5,0.488634,24,0.625,0.625,1.5,0.489826,h
2011100909,2011,5,11,1,0.875,0.5,0.483254,12,0.375,0.5625,1.75,0.499307,h
2011100910,2011,5,13,0.375,0.1875,1.75,0.437951,16,0.5,0.6875,1.875,0.53441,a
2011100911,2011,5,21,0.75,0.6875,1.125,0.512986,19,0.625,0.75,1.25,0.53816,a
2011101000,2011,5,18,0.625,0.625,1.25,0.492723,17,0.625,0.625,1.375,0.53684,h
2011101600,2011,6,27,0.625,0.625,1.625,0.540139,9,0.375,0.5,2.25,0.486097,h
2011101601,2011,6,2,0.5,0.375,1.375,0.52125,6,0.375,0.375,2,0.454549,h
2011101602,2011,6,4,0.75,0.6875,0.75,0.551771,7,0.25,0.375,1.5,0.531111,h
2011101603,2011,6,28,0.25,0.375,2.25,0.485417,26,0.625,0.5625,2.125,0.519375,a
2011101604,2011,6,18,0.5,0.5625,1,0.488938,30,0.5,0.625,1.25,0.477674,a
2011101605,2011,6,19,1,0.8125,1,0.553403,32,0.25,0.3125,1.125,0.495064,h
2011101606,2011,6,21,0.75,0.6875,0.875,0.514931,22,0,0.1875,1.5,0.483819,h
2011101607,2011,6,15,0.625,0.625,1.5,0.503203,3,0.375,0.375,1.125,0.450208,h
2011101608,2011,6,1,0.875,0.75,1.125,0.529653,5,0.125,0.375,0.875,0.481528,h
2011101609,2011,6,24,0.625,0.625,0.875,0.52965,23,0.625,0.6875,1.875,0.510972,h
2011101610,2011,6,11,1,0.875,0.75,0.483715,25,0.5,0.4375,2,0.509656,h
2011101611,2011,6,17,0.75,0.6875,1.5,0.462847,20,0.25,0.3125,1.125,0.494306,h
2011101700,2011,6,12,0.75,0.5625,1.75,0.538368,10,0.375,0.25,2.25,0.501736,h
2011102300,2011,7,10,0.125,0.25,1.75,0.503065,13,0.125,0.25,2.25,0.452283,a
2011102301,2011,7,12,0.875,0.625,1.625,0.54125,16,0.5,0.6875,1.75,0.522882,h
2011102302,2011,7,8,0.5,0.3125,1.875,0.44665,5,0.25,0.4375,0.75,0.50934,a
2011102303,2011,7,18,0.5,0.5625,1.125,0.475382,21,0.75,0.75,1.5,0.541875,a
2011102304,2011,7,22,0.375,0.1875,1.5,0.491319,28,0.375,0.3125,2.5,0.480729,h
2011102305,2011,7,24,0.5,0.5625,1.125,0.520205,17,0.625,0.6875,1.125,0.542847,a
2011102306,2011,7,3,0.375,0.375,2,0.500991,31,0.25,0.375,2,0.447847,h
2011102307,2011,7,29,0.375,0.1875,1.375,0.432951,4,0.75,0.75,1.875,0.547127,a
2011102308,2011,7,15,0.5,0.5625,2.25,0.483029,14,0.5,0.625,1.5,0.508507,a
2011102309,2011,7,20,0.25,0.25,2,0.487103,19,0.625,0.8125,1.375,0.545417,a
2011102310,2011,7,25,0.5,0.5,2,0.545521,32,0.25,0.3125,1.25,0.489612,h
2011102311,2011,7,23,0.75,0.6875,2.125,0.566319,6,0.25,0.3125,2,0.442431,h
2011102400,2011,7,7,0.625,0.4375,1.75,0.530121,1,0.5,0.6875,1.375,0.485504,h
2011103000,2011,8,27,0.625,0.625,1.5,0.539583,10,0.25,0.1875,2.125,0.48941,h
2011103001,2011,8,5,0.625,0.4375,1.25,0.564819,7,0.125,0.375,1.625,0.514653,h
2011103002,2011,8,8,0.5,0.3125,1.5,0.456789,6,0.25,0.3125,2,0.443194,h
2011103003,2011,8,22,0.375,0.1875,1.5,0.496736,20,0.375,0.3125,1.125,0.487951,a
2011103004,2011,8,32,0.375,0.3125,1.125,0.493229,23,0.5,0.625,1.875,0.517847,h
2011103005,2011,8,1,0.875,0.6875,1.375,0.511597,29,0,0.1875,1.75,0.474738,h
2011103006,2011,8,13,0.375,0.25,1.75,0.456875,18,0.75,0.625,0.625,0.495713,a
2011103007,2011,8,9,0.75,0.5625,2.125,0.50388,28,0.375,0.3125,2.5,0.475138,h
2011103008,2011,8,4,0.875,0.8125,0.75,0.57434,11,0.75,0.875,0.625,0.499097,h
2011103009,2011,8,30,0.75,0.625,0.5,0.48721,3,0.375,0.375,1,0.448229,h
2011103010,2011,8,31,0.375,0.3125,2.125,0.420382,2,0.375,0.4375,2.375,0.510451,a
2011103011,2011,8,26,0.5,0.5625,2,0.559028,25,0.5,0.5,1.625,0.500871,h
2011103100,2011,8,14,0.75,0.625,1.5,0.494837,16,0.5,0.6875,2.125,0.534621,h
2011110600,2011,9,9,0.625,0.5,2.375,0.492491,12,0.375,0.625,1.75,0.51894,a
2011110601,2011,9,5,0.75,0.5,1.25,0.567805,3,0.25,0.3125,1.25,0.448889,h
2011110602,2011,9,14,0.625,0.5625,1.5,0.507636,10,0.375,0.25,1.75,0.497153,a
2011110603,2011,9,25,0.625,0.5625,1.625,0.549757,31,0.125,0.25,2.25,0.438403,h
2011110604,2011,9,28,0.25,0.3125,2.375,0.475382,30,0.625,0.6875,1.25,0.495174,a
2011110605,2011,9,23,0.875,0.6875,1.75,0.554861,24,0.5,0.5,1.25,0.488681,h
2011110606,2011,9,6,0.25,0.25,1.875,0.432341,21,0.75,0.75,1.625,0.545729,a
2011110607,2011,9,15,0.375,0.5,2.25,0.482604,13,0.25,0.3125,2,0.463567,a
2011110608,2011,9,8,0.5,0.3125,1.375,0.463437,2,0.5,0.5,1.75,0.507813,a
2011110609,2011,9,11,0.875,0.8125,1.25,0.493819,27,0.625,0.625,2.375,0.464167,a
2011110610,2011,9,16,0.75,0.625,1.5,0.559514,19,0.625,0.8125,1.375,0.53809,a
2011110611,2011,9,29,0.5,0.25,1.125,0.431452,32,0.25,0.3125,1.375,0.497159,h
2011110612,2011,9,4,0.75,0.75,0.875,0.560243,1,0.625,0.75,1.5,0.487473,a
2011110700,2011,9,26,0.375,0.5,2.25,0.548021,17,0.625,0.6875,1.25,0.5475,a
2011111000,2011,10,16,0.625,0.5625,1.625,0.545069,15,0.625,0.5,1.625,0.519618,a
2011111300,2011,10,25,0.625,0.5625,1.5,0.559062,9,0.375,0.5,2.625,0.473542,h
2011111301,2011,10,22,0.375,0.1875,1.5,0.500799,8,0.25,0.375,1.625,0.423299,a
2011111302,2011,10,24,0.5,0.5,1.5,0.505414,5,0.375,0.5625,0.625,0.528958,a
2011111303,2011,10,2,0.5,0.5,1.375,0.517986,4,0.75,0.75,1.75,0.550391,a
2011111304,2011,10,6,0.25,0.25,1.625,0.432931,7,0.25,0.4375,1.5,0.514444,a
2011111305,2011,10,14,0.5,0.5,1.5,0.504997,13,0.375,0.375,1.875,0.48013,a
2011111306,2011,10,26,0.25,0.4375,2.25,0.536007,29,0.125,0.3125,1.875,0.488681,a
2011111307,2011,10,17,0.75,0.6875,1.375,0.451285,18,0.75,0.625,1.25,0.492588,h
2011111308,2011,10,21,0.625,0.6875,1,0.512475,23,0.5,0.6875,1.75,0.517074,a
2011111309,2011,10,10,0.125,0.25,1.875,0.504072,28,0.25,0.25,2.625,0.455018,h
2011111310,2011,10,3,0.375,0.3125,1.875,0.522431,32,0.25,0.3125,1.625,0.483131,a
2011111311,2011,10,31,0.5,0.3125,1.75,0.457014,1,0.625,0.75,1.625,0.48775,h
2011111312,2011,10,30,0.75,0.6875,0.625,0.482135,27,0.625,0.625,2,0.482257,h
2011111313,2011,10,12,0.75,0.5625,1.75,0.532014,11,0.75,0.8125,0.625,0.496285,a
2011111400,2011,10,19,1,0.8125,0.875,0.5625,20,0.375,0.3125,0.75,0.490764,h
2011111700,2011,11,13,0.375,0.375,1.875,0.456146,12,0.25,0.5,1.875,0.507187,h
2011112000,2011,11,20,0.25,0.3125,2.375,0.481964,15,0.75,0.5625,1.375,0.537361,a
2011112001,2011,11,21,0.625,0.6875,1.125,0.516294,8,0.25,0.375,1.375,0.415139,h
2011112002,2011,11,10,0.25,0.3125,1.75,0.522717,9,0.25,0.4375,2.625,0.475729,h
2011112003,2011,11,3,0.375,0.3125,1.625,0.516979,7,0.125,0.375,1.5,0.49566,h
2011112004,2011,11,1,0.875,0.75,1.375,0.503438,2,0.5,0.5,1.75,0.521076,h
2011112005,2011,11,28,0.25,0.25,2.25,0.490012,25,0.5,0.5625,1.5,0.519644,a
2011112006,2011,11,18,0.625,0.6875,1.25,0.479618,22,0,0.1875,1.875,0.480104,h
2011112007,2011,11,19,1,0.8125,1,0.54316,24,0.5,0.5,1.25,0.500035,h
2011112008,2011,11,30,0.875,0.75,0.5,0.525191,29,0.125,0.3125,2.5,0.454028,h
2011112009,2011,11,32,0.25,0.25,1.5,0.46934,31,0.25,0.375,2.25,0.456632,a
2011112010,2011,11,17,0.75,0.6875,1.5,0.461979,16,0.375,0.5,2.25,0.535975,h
2011112011,2011,11,27,0.625,0.625,1.375,0.510104,26,0.625,0.4375,2.5,0.515451,a
2011112100,2011,11,11,0.875,0.8125,1.375,0.48934,14,0.5,0.5,1.75,0.507778,h
2011112400,2011,12,18,0.625,0.6875,1.625,0.488194,19,0.75,0.875,1.25,0.539896,a
2011112401,2011,12,25,0.75,0.625,1.375,0.54625,10,0.25,0.25,1.75,0.475972,h
2011112402,2011,12,1,1,0.8125,1.25,0.51441,30,0.5,0.6875,1.25,0.474028,h
2011112700,2011,12,12,0.75,0.5,1.875,0.511875,9,0.25,0.4375,2,0.49684,h
2011112701,2011,12,2,0.625,0.5625,1.125,0.516771,3,0.25,0.3125,1.25,0.448681,h
2011112702,2011,12,7,0.5,0.3125,1.875,0.522343,5,0.5,0.625,0.5,0.529306,a
2011112703,2011,12,21,0.625,0.6875,1.25,0.522509,20,0.25,0.25,0.75,0.474653,h
2011112704,2011,12,32,0.25,0.25,1.625,0.473368,29,0.25,0.375,2.625,0.476771,a
2011112705,2011,12,6,0.25,0.25,1.375,0.431875,22,0.125,0.25,1.875,0.496806,a
2011112706,2011,12,8,0.625,0.4375,1.625,0.491111,24,0.375,0.4375,1.875,0.479653,h
2011112707,2011,12,31,0.5,0.375,1.5,0.47309,28,0.375,0.3125,2.125,0.471268,a
2011112708,2011,12,15,0.5,0.625,2,0.50691,17,0.5,0.625,1.5,0.531076,h
2011112709,2011,12,26,0.125,0.375,2.25,0.526563,11,0.75,0.8125,0.625,0.504201,a
2011112710,2011,12,16,0.625,0.5,1.375,0.5633,13,0.5,0.4375,1.75,0.49499,a
2011112711,2011,12,14,0.375,0.4375,1.875,0.482636,4,0.75,0.75,1.875,0.542222,a
2011112800,2011,12,23,0.875,0.6875,1.5,0.543264,27,0.5,0.5625,2,0.479688,h
2011120100,2011,13,31,0.5,0.375,1.25,0.474826,26,0.625,0.375,2.875,0.51066,h
2011120400,2011,13,28,0.25,0.3125,2.5,0.491853,12,0.375,0.5625,1.625,0.513889,a
2011120401,2011,13,17,0.75,0.625,1.375,0.476528,14,0.5,0.4375,1.75,0.490382,a
2011120402,2011,13,9,0.625,0.4375,2.375,0.511632,8,0.375,0.5,1,0.431632,a
2011120403,2011,13,10,0.375,0.3125,1.375,0.538828,15,0.625,0.5625,1.375,0.501979,h
2011120404,2011,13,3,0.375,0.3125,1.25,0.504896,1,0.625,0.8125,1.5,0.494035,a
2011120405,2011,13,4,0.75,0.75,0.875,0.556528,2,0.5,0.5625,1.625,0.524792,h
2011120406,2011,13,23,0.875,0.6875,1.25,0.524826,18,0.75,0.6875,1.125,0.503352,h
2011120407,2011,13,24,0.5,0.4375,1.625,0.500799,22,0.25,0.3125,1.75,0.501354,a
2011120408,2011,13,5,0.75,0.625,1.375,0.558187,21,0.625,0.625,1.625,0.53934,h
2011120409,2011,13,20,0.125,0.1875,2.25,0.490089,13,0.625,0.5,1.25,0.479365,a
2011120410,2011,13,27,0.5,0.5,1.625,0.515104,19,0.875,0.9375,1,0.547917,a
2011120411,2011,13,29,0.625,0.4375,0.875,0.446171,25,0.375,0.5625,1.5,0.511675,h
2011120412,2011,13,30,0.875,0.6875,0.5,0.535989,32,0.125,0.1875,1.75,0.462645,h
2011120413,2011,13,11,0.875,0.8125,1.375,0.475451,6,0.25,0.25,1.875,0.456319,h
2011120500,2011,13,7,0.375,0.25,1.25,0.522864,16,0.375,0.5,2.25,0.520663,a
2011120800,2011,14,4,0.875,0.8125,1.25,0.549028,3,0.125,0.25,1.5,0.454722,h
2011121100,2011,14,28,0.25,0.3125,2.625,0.502304,11,0.75,0.8125,0.75,0.471215,a
2011121101,2011,14,19,1,0.9375,1.125,0.525417,15,0.625,0.5625,1.75,0.504583,h
2011121102,2011,14,12,0.875,0.625,1.75,0.52,14,0.5,0.4375,1.875,0.495521,h
2011121103,2011,14,2,0.625,0.5625,1.375,0.507847,5,0.625,0.6875,0.875,0.527743,a
2011121104,2011,14,1,1,0.8125,1.5,0.524097,6,0.125,0.1875,2,0.438299,h
2011121105,2011,14,18,0.625,0.6875,1.375,0.489097,20,0.125,0.125,1.375,0.471354,h
2011121106,2011,14,22,0.375,0.3125,1.5,0.509375,21,0.625,0.625,1.5,0.530764,a
2011121107,2011,14,10,0.375,0.3125,1.5,0.533134,26,0.625,0.375,2.875,0.517951,a
2011121108,2011,14,7,0.375,0.25,1.375,0.528906,24,0.375,0.4375,2.75,0.475937,h
2011121109,2011,14,8,0.625,0.5,1.375,0.480625,23,0.625,0.75,1.5,0.535893,a
2011121110,2011,14,29,0.75,0.5,1,0.452074,30,0.5,0.6875,1.125,0.490938,h
2011121111,2011,14,13,0.5,0.5625,1.875,0.467766,17,0.375,0.5625,1.5,0.52147,h
2011121112,2011,14,16,0.625,0.5,1.25,0.553682,9,0.125,0.375,2.25,0.48816,h
2011121113,2011,14,25,0.75,0.5625,1.25,0.532778,27,0.625,0.5625,1.375,0.503299,a
2011121200,2011,14,31,0.625,0.4375,1,0.489201,32,0.125,0.1875,1.5,0.46584,h
2011121500,2011,15,21,0.75,0.6875,1,0.553968,7,0.125,0.25,1.75,0.477153,h
2011121700,2011,15,24,0.375,0.375,1.75,0.481111,25,0.5,0.625,1.25,0.511467,a
2011121800,2011,15,32,0.25,0.1875,1.375,0.476875,2,0.625,0.625,1.125,0.515104,a
2011121801,2011,15,9,0.5,0.3125,2.625,0.50125,10,0.25,0.3125,1.75,0.481424,a
2011121802,2011,15,6,0.25,0.1875,1.5,0.428576,8,0.375,0.5,1.125,0.454583,h
2011121803,2011,15,27,0.375,0.5,1.875,0.495382,28,0.5,0.375,2,0.49283,a
2011121804,2011,15,17,0.625,0.5,1.875,0.481181,31,0.375,0.5,1.75,0.46184,a
2011121805,2011,15,20,0.125,0.125,2.25,0.477346,23,0.625,0.75,1.5,0.540546,a
2011121806,2011,15,5,0.75,0.6875,1.5,0.552361,22,0.375,0.375,1.5,0.517951,a
2011121807,2011,15,14,0.375,0.4375,1.625,0.476629,19,0.875,0.9375,0.75,0.512535,h
2011121808,2011,15,15,0.375,0.5,1.75,0.50191,18,0.75,0.6875,1.25,0.499147,a
2011121809,2011,15,26,0.25,0.4375,2.375,0.527396,12,0.25,0.5625,2.125,0.516493,h
2011121810,2011,15,29,0.75,0.5,1,0.452645,3,0.125,0.25,1.25,0.466269,h
2011121811,2011,15,13,0.375,0.5,2.125,0.456273,11,0.75,0.8125,0.75,0.473681,a
2011121812,2011,15,16,0.625,0.5,1.25,0.547467,1,0.5,0.75,1.75,0.485764,h
2011121900,2011,15,30,0.875,0.6875,0.5,0.538837,4,0.625,0.75,2.25,0.536597,h
2011122200,2011,16,6,0.25,0.1875,1.5,0.437326,5,0.625,0.6875,0.875,0.525486,h
2011122400,2011,16,9,0.625,0.375,1.75,0.505382,13,0.625,0.5,1.625,0.48867,h
2011122401,2011,16,11,0.875,0.8125,1.375,0.499896,10,0.25,0.3125,1.75,0.492639,h
2011122402,2011,16,1,1,0.75,1.375,0.538681,3,0.125,0.25,1.375,0.478248,h
2011122403,2011,16,8,0.625,0.5,1.625,0.487847,7,0.125,0.25,1.625,0.473437,h
2011122404,2011,16,14,0.375,0.4375,1.625,0.486949,15,0.625,0.5,1.875,0.494264,a
2011122405,2011,16,12,0.75,0.5,2,0.521076,27,0.625,0.5,1.375,0.485729,a
2011122406,2011,16,28,0.25,0.375,2.375,0.508068,20,0.25,0.1875,1.25,0.472257,a
2011122407,2011,16,22,0.375,0.375,1.375,0.488785,24,0.25,0.3125,3,0.484444,h
2011122408,2011,16,2,0.625,0.625,1.625,0.494514,29,0.25,0.5,2.75,0.4675,h
2011122409,2011,16,4,0.875,0.75,1.125,0.536215,32,0.125,0.1875,1.375,0.477298,h
2011122410,2011,16,18,0.625,0.6875,1.125,0.492188,16,0.375,0.5,2.25,0.516079,h
2011122411,2011,16,25,0.625,0.5625,1.25,0.526597,26,0.625,0.4375,2.625,0.520243,a
2011122412,2011,16,31,0.5,0.4375,1,0.473264,30,0.625,0.75,1,0.511944,a
2011122500,2011,16,19,1,0.9375,1,0.498715,17,0.25,0.4375,1.625,0.530428,h
2011122600,2011,16,23,0.875,0.75,1.125,0.511632,21,0.5,0.625,1.5,0.526389,h
2012010100,2011,17,10,0.5,0.375,1.375,0.520356,12,0.25,0.5,2.25,0.506146,h
2012010101,2011,17,11,0.875,0.8125,1.375,0.485972,9,0.125,0.375,2,0.500556,h
2012010102,2011,17,2,0.5,0.5625,1.625,0.495382,1,0.5,0.75,1.625,0.480903,a
2012010103,2011,17,3,0.375,0.25,1,0.4925,4,0.625,0.75,2.5,0.548993,a
2012010104,2011,17,5,0.625,0.625,1.625,0.563681,8,0.5,0.5625,1.125,0.442257,a
2012010105,2011,17,7,0.5,0.3125,1.25,0.527569,6,0,0.125,2.125,0.436667,h
2012010106,2011,17,27,0.5,0.5625,1.625,0.497604,25,0.375,0.5,1.375,0.503724,h
2012010107,2011,17,26,0.375,0.5,2.125,0.524236,28,0.375,0.3125,2,0.497257,h
2012010108,2011,17,19,1,0.9375,1,0.503576,18,0.625,0.625,1.75,0.510779,h
2012010109,2011,17,20,0.125,0.1875,2,0.48304,17,0.375,0.5,1.75,0.52647,a
2012010110,2011,17,21,0.75,0.625,1.125,0.542787,24,0.125,0.25,3.25,0.486146,h
2012010111,2011,17,23,1,0.8125,0.875,0.519167,22,0.375,0.375,1.5,0.519896,h
2012010112,2011,17,32,0.125,0.125,1.5,0.459653,30,0.75,0.8125,0.75,0.529167,a
2012010113,2011,17,13,0.375,0.5,2.125,0.471551,14,0.5,0.4375,1.875,0.485729,a
2012010114,2011,17,15,0.375,0.5,1.875,0.500938,16,0.375,0.5,2.25,0.50792,a
2012010115,2011,17,29,0.75,0.5,1.25,0.47095,31,0.375,0.4375,1.875,0.463432,h
2012090500,2012,1,27,0.375,0.5,1.625,0.480278,25,0.5,0.5625,1.125,0.50421,a
2012090900,2012,1,17,0.625,0.5,1.875,0.48566,6,0,0.125,2.5,0.439306,h
2012090901,2012,1,20,0.25,0.25,2,0.465412,7,0.125,0.3125,1.25,0.490823,h
2012090902,2012,1,12,0.75,0.5,1.875,0.531875,9,0,0.3125,2.375,0.483194,h
2012090903,2012,1,5,0.625,0.625,1.25,0.559514,10,0.25,0.375,2,0.466424,h
2012090904,2012,1,8,0.5,0.5,1.75,0.473507,11,0.75,0.8125,0.625,0.479028,a
2012090905,2012,1,18,0.625,0.625,1.375,0.486979,32,0.125,0.125,1.125,0.486256,h
2012090906,2012,1,23,0.875,0.75,1.125,0.487083,28,0.5,0.375,1.75,0.519687,a
2012090907,2012,1,3,0.375,0.25,1.375,0.480868,26,0.625,0.5,3.125,0.532188,a
2012090908,2012,1,14,0.375,0.4375,1.625,0.505594,21,0.625,0.6875,1.125,0.529306,a
2012090909,2012,1,19,0.875,0.875,1.125,0.491285,30,0.75,0.8125,0.625,0.524306,a
2012090910,2012,1,29,0.75,0.5,1.375,0.469318,31,0.375,0.4375,1.75,0.473189,h
2012090911,2012,1,24,0.5,0.3125,1.5,0.51,22,0.375,0.375,1.625,0.498576,h
2012090912,2012,1,13,0.5,0.5625,1.875,0.466343,4,0.625,0.75,1.75,0.564826,h
2012091000,2012,1,1,1,0.75,1.375,0.528368,2,0.5,0.5,1.375,0.519375,h
2012091001,2012,1,15,0.25,0.4375,2,0.506493,16,0.5,0.5625,1.75,0.507086,a
2012091300,2012,2,19,0.875,0.875,1.125,0.489549,17,0.375,0.5,2.125,0.534907,h
2012091600,2012,2,27,0.5,0.5625,1.375,0.484965,24,0,0.25,3.375,0.486181,h
2012091601,2012,2,22,0.5,0.4375,1,0.482604,23,0.625,0.75,1.625,0.547421,h
2012091602,2012,2,11,0.75,0.75,1.5,0.491493,29,0.375,0.5625,2.75,0.481701,a
2012091603,2012,2,6,0.375,0.1875,1.25,0.446076,20,0.25,0.25,1.25,0.488194,h
