"htfcr","hotfcr","haypp","hoaypp","hse","hose","hfa","atfcr","aotfcr","aaypp","aoaypp","ase","aose","gw"
0.4878048896789551,0.47158101201057434,5.551601409912109,5.4231390953063965,0.5280898809432983,0.45426231622695923,6.6875,0.4909090995788574,0.47230640053749084,5.9772725105285645,6.210334300994873,0.3614457845687866,0.41149210929870605,"h"
0.46721312403678894,0.4504207372665405,5.4558234214782715,5.278708457946777,0.2613636255264282,0.27961796522140503,4.125,0.4591836631298065,0.4956468939781189,5.673306941986084,6.203918933868408,0.38749998807907104,0.46341291069984436,"a"
0.3700000047683716,0.38598039746284485,5.529531478881836,5.336040019989014,0.3333333432674408,0.29032260179519653,3.8541665077209473,0.4433962404727936,0.4524673521518707,6.313229560852051,5.91005277633667,0.4000000059604645,0.40329670906066895,"h"
0.37931033968925476,0.3745291233062744,5.0752034187316895,4.897395610809326,0.25,0.22601009905338287,3.0833330154418945,0.4960629940032959,0.43850767612457275,5.205405235290527,5.249356269836426,0.36263737082481384,0.34065935015678406,"a"
0.34343433380126953,0.3646996021270752,5.724790096282959,5.931428909301758,0.27659574151039124,0.2948635220527649,-0.39583349227905273,0.429824560880661,0.4530075192451477,5.163147926330566,5.387024879455566,0.35227271914482117,0.37087321281433105,"a"
0.41600000858306885,0.40291523933410645,4.94866943359375,5.047188758850098,0.3298968970775604,0.32831478118896484,8.916666984558105,0.4471544623374939,0.44834786653518677,5.906642913818359,5.96252965927124,0.4000000059604645,0.39499998092651367,"h"
0.43801653385162354,0.4283105731010437,5.140594005584717,5.10148811340332,0.3191489279270172,0.31718316674232483,5.375,0.33636364340782166,0.3393529951572418,5.279245376586914,5.215982437133789,0.29591837525367737,0.2781675159931183,"h"
0.4444444477558136,0.42694664001464844,5.105973243713379,5.224600791931152,0.30612245202064514,0.3301445543766022,2.2708332538604736,0.4833333194255829,0.42446237802505493,5.16893196105957,5.4437336921691895,0.3452380895614624,0.3594322204589844,"a"
0.44262295961380005,0.40999072790145874,5.310077667236328,5.192617416381836,0.31182795763015747,0.30759936571121216,7.041666507720947,0.4901960790157318,0.5166497826576233,6.2826924324035645,6.031206130981445,0.3888888955116272,0.38856208324432373,"h"
0.46086955070495605,0.47818252444267273,5.452000141143799,5.505558967590332,0.3636363744735718,0.3369905948638916,5,0.4173228442668915,0.43710970878601074,4.880819320678711,5.212696552276611,0.2777777910232544,0.3202075958251953,"h"
0.5247524976730347,0.47837626934051514,6.489278793334961,6.052468299865723,0.49450549483299255,0.4061312675476074,4.8125,0.4385964870452881,0.45783036947250366,5.801603317260742,5.655431270599365,0.3711340129375458,0.39821070432662964,"h"
0.42241379618644714,0.3815772533416748,5.170385360717773,4.577256202697754,0.2916666567325592,0.22756409645080566,3.5833330154418945,0.44736841320991516,0.4327751100063324,5.1686506271362305,5.514853477478027,0.31521740555763245,0.3376086950302124,"a"
0.4272727370262146,0.4088744521141052,4.867679119110107,5.165361404418945,0.25882354378700256,0.26625388860702515,0.5625,0.343137264251709,0.35625332593917847,5.352564334869385,5.37807559967041,0.2395833283662796,0.234375,"a"
0.5099999904632568,0.4886448383331299,6.035928249359131,6.111468315124512,0.3604651093482971,0.4329207241535187,3.3958334922790527,0.4516128897666931,0.4659639298915863,5.394339561462402,5.518465995788574,0.34020617604255676,0.3435724973678589,"h"
0.5327102541923523,0.4866940975189209,6.137330532073975,5.903295516967773,0.40697672963142395,0.3868216872215271,5,0.49618321657180786,0.45749330520629883,5.8932204246521,5.688976287841797,0.35353535413742065,0.37302935123443604,"h"
