"geid","gseason","gweek","htabbr","hthwr","htowr","htcwr","hthtor","hthtop","atabbr","atawr","atowr","atcwr","atator","atatop","gw"
"2015112602",2015,12,"GB",0.75,0.6875,0.698113203048706,1,0.5011110901832581,"CHI",0.5,0.3125,0.5,1,0.5126519203186035,"a"
"2015112900",2015,12,"WAS",0.75,0.375,0.3396226465702057,1.375,0.5678471922874451,"NYG",0.5,0.5,0.5094339847564697,1.375,0.49232637882232666,"h"
"2015112901",2015,12,"ATL",0.375,0.5,0.5754716992378235,2.5,0.5219244360923767,"MIN",0.5,0.6875,0.4716981053352356,1,0.5264930725097656,"a"
"2015112902",2015,12,"CIN",0.75,0.75,0.5849056839942932,1.375,0.5078119039535522,"STL",0.25,0.375,0.3207547068595886,1.75,0.4813883602619171,"h"
"2015112903",2015,12,"HOU",0.75,0.625,0.5,1.25,0.5559027791023254,"NO",0.375,0.375,0.6226415038108826,1.875,0.5026388764381409,"h"
"2015112904",2015,12,"IND",0.625,0.625,0.6037735939025879,1.875,0.49047112464904785,"TB",0.375,0.3125,0.33018869161605835,1.5,0.45644861459732056,"h"
"2015112905",2015,12,"NYJ",0.5,0.5,0.4811320900917053,1.75,0.5134721994400024,"MIA",0.375,0.375,0.4433962404727936,1.25,0.4820833206176758,"h"
"2015112906",2015,12,"JAC",0.5,0.3125,0.3113207519054413,1.375,0.4672916531562805,"SD",0.375,0.3125,0.5377358198165894,1.75,0.5333869457244873,"a"
"2015112907",2015,12,"TEN",0,0.125,0.37735849618911743,1.875,0.4782291650772095,"OAK",0.375,0.5,0.3396226465702057,1.5,0.48694443702697754,"a"
"2015112908",2015,12,"KC",0.625,0.5,0.4528301954269409,1.125,0.48201388120651245,"BUF",0.5,0.5625,0.3962264060974121,1.375,0.4994097352027893,"h"
"2015112909",2015,12,"SF",0.5,0.3125,0.5754716992378235,1.125,0.44449499249458313,"ARI",0.75,0.75,0.5377358198165894,1.875,0.5424652695655823,"a"
"2015112910",2015,12,"SEA",0.75,0.6875,0.5660377144813538,0.875,0.4987500011920929,"PIT",0.625,0.6875,0.6226415038108826,1.375,0.5281944274902344,"h"
"2015112911",2015,12,"DEN",0.875,0.8125,0.6226415038108826,1.875,0.5255722999572754,"NE",0.75,0.8125,0.7830188870429993,1.125,0.47158047556877136,"h"
"2015113000",2015,12,"CLE",0.125,0.125,0.30188679695129395,1.625,0.4503699541091919,"BAL",0.375,0.4375,0.6037735939025879,2,0.4873061180114746,"a"
"2015120300",2015,13,"DET",0.5,0.375,0.4112149477005005,1.625,0.5312716960906982,"GB",0.625,0.6875,0.6915887594223022,0.75,0.5042014122009277,"a"
"2015120600",2015,13,"NYG",0.5,0.5,0.5046728849411011,0.75,0.4803224802017212,"NYJ",0.625,0.5625,0.4859813153743744,1,0.5276288986206055,"a"
"2015120601",2015,13,"BUF",0.625,0.5625,0.3925233781337738,1.125,0.50760418176651,"HOU",0.375,0.5625,0.5046728849411011,1.25,0.4867013990879059,"h"
"2015120602",2015,13,"MIA",0.375,0.375,0.4392523467540741,1.375,0.4528472125530243,"BAL",0.25,0.375,0.6074766516685486,2.125,0.503660261631012,"h"
"2015120603",2015,13,"CLE",0.125,0.125,0.29906541109085083,1.625,0.4564463496208191,"CIN",0.75,0.75,0.5887850522994995,1.125,0.5386805534362793,"a"
"2015120604",2015,13,"TEN",0.125,0.1875,0.37383177876472473,2,0.48576387763023376,"JAC",0.125,0.3125,0.30841121077537537,1.25,0.45751500129699707,"h"
"2015120605",2015,13,"CHI",0.125,0.3125,0.5046728849411011,1.625,0.5110344290733337,"SF",0.125,0.3125,0.5700934529304504,0.875,0.4601808786392212,"a"
"2015120606",2015,13,"MIN",0.75,0.625,0.47663551568984985,1.25,0.48065274953842163,"SEA",0.625,0.6875,0.5700934529304504,1.25,0.5506824254989624,"a"
"2015120607",2015,13,"NO",0.375,0.375,0.6168224215507507,1.75,0.49004244804382324,"CAR",1,1,0.4953271150588989,0.875,0.5605555772781372,"a"
"2015120608",2015,13,"TB",0.375,0.375,0.32710281014442444,2,0.49118056893348694,"ATL",0.5,0.4375,0.5700934529304504,0.875,0.5168055295944214,"h"
"2015120609",2015,13,"STL",0.375,0.3125,0.3177570104598999,1.75,0.4306376278400421,"ARI",0.75,0.75,0.5420560836791992,1.875,0.5536805391311646,"a"
"2015120610",2015,13,"OAK",0.5,0.4375,0.3457943797111511,1.375,0.5207291841506958,"KC",0.5,0.5625,0.4579439163208008,0.75,0.5190625190734863,"a"
"2015120611",2015,13,"SD",0.25,0.3125,0.5420560836791992,1.875,0.48760417103767395,"DEN",0.75,0.8125,0.6261682510375977,1.875,0.48556753993034363,"a"
"2015120612",2015,13,"NE",0.75,0.75,0.7757009267807007,0.625,0.5240277647972107,"PHI",0.5,0.4375,0.5327102541923523,1.25,0.4181683659553528,"a"
"2015120613",2015,13,"PIT",0.75,0.6875,0.6168224215507507,1.5,0.47258973121643066,"IND",0.5,0.5625,0.6074766516685486,2.25,0.47998106479644775,"h"
"2015120700",2015,13,"WAS",0.625,0.3125,0.3457943797111511,1.25,0.5779513716697693,"DAL",0.625,0.4375,0.5233644843101501,1.75,0.5754745602607727,"a"
"2015121000",2015,14,"ARI",0.75,0.75,0.5462962985038757,1,0.50760418176651,"MIN",0.5,0.625,0.4722222089767456,1.125,0.5125347375869751,"h"
"2015121300",2015,14,"PHI",0.375,0.4375,0.5370370149612427,2.625,0.4174305498600006,"BUF",0.5,0.5625,0.39814814925193787,1.375,0.5177778005599976,"h"
"2015121301",2015,14,"NYJ",0.625,0.625,0.49074074625968933,1.625,0.5204513669013977,"TEN",0.25,0.1875,0.37962964177131653,1.75,0.5101079940795898,"h"
"2015121302",2015,14,"CIN",0.75,0.75,0.5925925970077515,1.5,0.5014925003051758,"PIT",0.625,0.6875,0.6203703880310059,1.375,0.5197916626930237,"a"
"2015121303",2015,14,"HOU",0.625,0.5,0.5,1.25,0.5346527695655823,"NE",0.875,0.8125,0.7685185074806213,1.25,0.49619853496551514,"a"
"2015121304",2015,14,"JAC",0.625,0.375,0.3055555522441864,1.5,0.4707986116409302,"IND",0.5,0.5625,0.6018518805503845,2.125,0.4930713176727295,"h"
"2015121305",2015,14,"KC",0.75,0.625,0.46296295523643494,1,0.4979513883590698,"SD",0.25,0.25,0.5370370149612427,1.625,0.5361300110816956,"h"
"2015121306",2015,14,"CHI",0.125,0.3125,0.5,1.375,0.5092635750770569,"WAS",0.125,0.375,0.34259259700775146,2.125,0.4796130657196045,"a"
"2015121307",2015,14,"CAR",1,1,0.5,1.25,0.536527693271637,"ATL",0.5,0.4375,0.5648148059844971,1.25,0.5199495553970337,"h"
"2015121308",2015,14,"TB",0.375,0.375,0.3333333432674408,1.875,0.4940972328186035,"NO",0.375,0.375,0.6111111044883728,1.75,0.5103819370269775,"a"
"2015121309",2015,14,"STL",0.5,0.375,0.31481480598449707,1.75,0.4318181872367859,"DET",0.25,0.375,0.40740740299224854,1.75,0.4719444513320923,"h"
"2015121310",2015,14,"CLE",0.25,0.1875,0.29629629850387573,1.625,0.46835607290267944,"SF",0.125,0.3125,0.5740740895271301,0.625,0.450319766998291,"h"
"2015121311",2015,14,"DEN",0.75,0.75,0.6296296119689941,2,0.529079258441925,"OAK",0.5,0.5,0.34259259700775146,1.375,0.4745138883590698,"a"
"2015121312",2015,14,"GB",0.75,0.6875,0.6944444179534912,1,0.5110763907432556,"DAL",0.5,0.375,0.5277777910232544,1.75,0.5343981981277466,"h"
"2015121313",2015,14,"BAL",0.5,0.375,0.6018518805503845,1.25,0.4780486822128296,"SEA",0.625,0.6875,0.5740740895271301,1.125,0.5377309918403625,"a"
"2015121400",2015,14,"MIA",0.375,0.375,0.4444444477558136,1.5,0.45239582657814026,"NYG",0.5,0.5,0.5,1.375,0.48357638716697693,"a"
"2015121700",2015,15,"STL",0.625,0.4375,0.3211009204387665,1.375,0.43900567293167114,"TB",0.375,0.375,0.3302752375602722,1.375,0.47294166684150696,"h"
"2015121900",2015,15,"DAL",0.25,0.375,0.5229358077049255,1.875,0.5216580033302307,"NYJ",0.625,0.625,0.4954128563404083,1.125,0.5322816967964172,"a"
"2015122000",2015,15,"NYG",0.375,0.4375,0.5045871734619141,0.875,0.4837599992752075,"CAR",1,1,0.5045871734619141,1,0.5498611330986023,"a"
"2015122001",2015,15,"PHI",0.375,0.4375,0.5412843823432922,2.875,0.42673611640930176,"ARI",0.875,0.8125,0.5504587292671204,1.5,0.5679861307144165,"a"
"2015122002",2015,15,"MIN",0.75,0.625,0.4678899049758911,1,0.49201440811157227,"CHI",0.5,0.3125,0.4954128563404083,1,0.5152561068534851,"h"
"2015122003",2015,15,"JAC",0.5,0.3125,0.31192660331726074,1.625,0.4714583456516266,"ATL",0.5,0.4375,0.5596330165863037,1.375,0.5249495506286621,"a"
"2015122004",2015,15,"IND",0.5,0.5,0.5963302850723267,1.75,0.4949502944946289,"HOU",0.375,0.5,0.4954128563404083,1.5,0.48972222208976746,"a"
"2015122005",2015,15,"NE",0.875,0.875,0.7706422209739685,0.75,0.5212500095367432,"TEN",0.25,0.1875,0.3761467933654785,1.625,0.5177121758460999,"h"
"2015122006",2015,15,"BAL",0.375,0.3125,0.5963302850723267,1.5,0.4767639636993408,"KC",0.625,0.6875,0.4678899049758911,0.625,0.5215625166893005,"a"
"2015122007",2015,15,"WAS",0.75,0.4375,0.3486238420009613,0.875,0.5768402814865112,"BUF",0.375,0.5,0.39449542760849,1.25,0.5217013955116272,"h"
"2015122008",2015,15,"SEA",0.75,0.6875,0.5779816508293152,0.75,0.5103819370269775,"CLE",0.125,0.1875,0.302752286195755,2,0.5184791088104248,"h"
"2015122009",2015,15,"OAK",0.375,0.4375,0.3486238420009613,1.625,0.5157291889190674,"GB",0.75,0.75,0.6972476840019226,0.75,0.5093055367469788,"a"
"2015122010",2015,15,"PIT",0.75,0.6875,0.6238532066345215,1.375,0.4855758249759674,"DEN",0.75,0.75,0.6238532066345215,1.625,0.48633143305778503,"h"
"2015122011",2015,15,"SD",0.375,0.3125,0.5321100950241089,1.875,0.511805534362793,"MIA",0.375,0.375,0.4403669834136963,1.125,0.4557291567325592,"h"
"2015122012",2015,15,"SF",0.5,0.3125,0.5688073635101318,1.25,0.44604167342185974,"CIN",0.75,0.75,0.5871559381484985,1.125,0.5222569704055786,"a"
"2015122100",2015,15,"NO",0.375,0.375,0.6146789193153381,1.5,0.503375768661499,"DET",0.25,0.375,0.40366971492767334,1.5,0.4670833349227905,"a"
"2015122400",2015,16,"OAK",0.375,0.4375,0.34545454382896423,1.75,0.5062789916992188,"SD",0.125,0.25,0.5363636612892151,1.375,0.5341029167175293,"h"
"2015122600",2015,16,"PHI",0.375,0.4375,0.5363636612892151,2.625,0.4427083432674408,"WAS",0.25,0.5,0.3545454442501068,2,0.47579362988471985,"a"
"2015122700",2015,16,"NO",0.5,0.4375,0.6090909242630005,1,0.5242785811424255,"JAC",0.125,0.3125,0.30909091234207153,1.375,0.4375497102737427,"h"
"2015122701",2015,16,"MIA",0.25,0.3125,0.4363636374473572,1.375,0.45180556178092957,"IND",0.5,0.5,0.5909090638160706,2.125,0.4800505042076111,"a"
"2015122702",2015,16,"NYJ",0.75,0.6875,0.5,1.625,0.5210619568824768,"NE",0.75,0.8125,0.7727272510528564,1.125,0.4812129735946655,"h"
"2015122703",2015,16,"TEN",0.125,0.1875,0.37272727489471436,2.375,0.4799652695655823,"HOU",0.5,0.5625,0.5,1.375,0.50041663646698,"a"
"2015122704",2015,16,"KC",0.75,0.6875,0.4727272689342499,1,0.4957291781902313,"CLE",0.125,0.1875,0.30000001192092896,1.875,0.5192082524299622,"h"
"2015122705",2015,16,"DET",0.5,0.375,0.40909090638160706,1.625,0.5546397566795349,"SF",0.125,0.3125,0.5636363625526428,0.75,0.4346253275871277,"h"
"2015122706",2015,16,"MIN",0.75,0.625,0.4727272689342499,0.875,0.5055561065673828,"NYG",0.375,0.375,0.5,1.75,0.46329861879348755,"h"
"2015122707",2015,16,"ATL",0.5,0.5,0.5636363625526428,2.5,0.5351535677909851,"CAR",0.875,0.9375,0.5090909004211426,1.125,0.5355902910232544,"h"
"2015122708",2015,16,"TB",0.375,0.375,0.3272727131843567,2.125,0.47361111640930176,"CHI",0.625,0.375,0.4909090995788574,1,0.5267144441604614,"a"
"2015122709",2015,16,"BUF",0.625,0.5,0.3909091055393219,1.125,0.5088194608688354,"DAL",0.375,0.3125,0.5181818008422852,1.875,0.5304398536682129,"h"
"2015122710",2015,16,"ARI",0.75,0.8125,0.5545454621315002,1.25,0.5081250071525574,"GB",0.625,0.6875,0.699999988079071,1.125,0.49076390266418457,"h"
"2015122711",2015,16,"SEA",0.625,0.625,0.581818163394928,0.875,0.512291669845581,"STL",0.25,0.4375,0.3272727131843567,1.75,0.47114530205726624,"a"
"2015122712",2015,16,"BAL",0.375,0.3125,0.5909090638160706,1.5,0.4872848093509674,"PIT",0.5,0.625,0.6272727251052856,1.625,0.5050347447395325,"h"
"2015122800",2015,16,"DEN",0.75,0.75,0.6181818246841431,1.75,0.5271159410476685,"CIN",0.75,0.75,0.5909090638160706,0.875,0.5211299657821655,"h"
"2016010300",2015,17,"BUF",0.625,0.5,0.3963963985443115,1.125,0.5218402743339539,"NYJ",0.5,0.625,0.5045045018196106,1.375,0.5104414224624634,"h"
"2016010301",2015,17,"MIA",0.375,0.375,0.4324324429035187,1.25,0.456701397895813,"NE",0.625,0.75,0.7657657861709595,1,0.4838518500328064,"h"
"2016010302",2015,17,"CIN",0.75,0.75,0.5855855941772461,1.25,0.49961745738983154,"BAL",0.25,0.3125,0.5945945978164673,2,0.5124797224998474,"h"
"2016010303",2015,17,"CLE",0.25,0.1875,0.29729729890823364,1.875,0.49505746364593506,"PIT",0.5,0.625,0.6216216087341309,2,0.49531251192092896,"a"
"2016010304",2015,17,"HOU",0.625,0.5625,0.5045045018196106,1.125,0.5259374976158142,"JAC",0.125,0.3125,0.30630630254745483,1.875,0.44626498222351074,"h"
"2016010305",2015,17,"IND",0.5,0.5,0.5945945978164673,1.625,0.5040475130081177,"TEN",0.25,0.1875,0.36936935782432556,1.75,0.500732958316803,"h"
"2016010306",2015,17,"KC",0.75,0.6875,0.477477490901947,1.25,0.5087847113609314,"OAK",0.5,0.4375,0.3513513505458832,1.25,0.47055554389953613,"h"
"2016010307",2015,17,"DAL",0.125,0.25,0.5135135054588318,2.25,0.5020052790641785,"WAS",0.375,0.5625,0.36036035418510437,1.875,0.47877973318099976,"a"
"2016010308",2015,17,"NYG",0.375,0.375,0.4954954981803894,0.875,0.4781002700328827,"PHI",0.5,0.4375,0.5315315127372742,1.375,0.4238280653953552,"a"
"2016010309",2015,17,"CHI",0.125,0.375,0.4954954981803894,1.625,0.5080830454826355,"DET",0.375,0.4375,0.4144144058227539,1.375,0.48124998807907104,"a"
"2016010310",2015,17,"GB",0.625,0.625,0.6936936974525452,1,0.5139930844306946,"MIN",0.625,0.6875,0.477477490901947,1.25,0.5071180462837219,"a"
"2016010311",2015,17,"ATL",0.5,0.5,0.5675675868988037,2.375,0.5385910868644714,"NO",0.375,0.4375,0.6126126050949097,1.5,0.5152778029441833,"a"
"2016010312",2015,17,"CAR",1,0.9375,0.5045045018196106,1.25,0.5235763192176819,"TB",0.375,0.375,0.3243243098258972,1.375,0.484781950712204,"h"
"2016010313",2015,17,"DEN",0.75,0.75,0.6216216087341309,2.25,0.5113867521286011,"SD",0.125,0.25,0.5315315127372742,1.125,0.5407348871231079,"h"
"2016010314",2015,17,"ARI",0.75,0.8125,0.5585585832595825,1.5,0.5006944537162781,"SEA",0.625,0.625,0.5765765905380249,1.125,0.5451615452766418,"a"
"2016010315",2015,17,"SF",0.5,0.3125,0.5585585832595825,1.375,0.442531019449234,"STL",0.25,0.4375,0.3333333432674408,1.375,0.4783712327480316,"h"
