"haypp","hse","hfa","aaypp","ase","gw"
6.676413059234619,0.41111111640930176,-0.625,5.312376976013184,0.35789474844932556,"h"
4.280459880828857,0.1428571492433548,-12,4.282051086425781,0.2222222238779068,"h"
5.033613681793213,0.27659574151039124,7.5,4.827184677124023,0.2637362778186798,"a"
6.049657344818115,0.5176470875740051,19,4.92402458190918,0.27659574151039124,"h"
5.807229042053223,0.32258063554763794,-0.625,6.2910284996032715,0.3928571343421936,"h"
5.309909820556641,0.35483869910240173,14.25,4.982490062713623,0.3298968970775604,"h"
6.521920680999756,0.4285714328289032,15.25,4.597373962402344,0.23711340129375458,"h"
6.143984317779541,0.3978494703769684,4.625,5.320079326629639,0.31521740555763245,"h"
5.1315789222717285,0.3529411852359772,14.5,4.3480000495910645,0.18446601927280426,"h"
4.719164848327637,0.24175824224948883,-0.125,5.704312324523926,0.33000001311302185,"a"
6.087890625,0.4021739065647125,2.25,5.455408096313477,0.34065935015678406,"h"
6.2184367179870605,0.4343434274196625,1.5,6.267961025238037,0.3978494703769684,"a"
5.1417622566223145,0.30612245202064514,22,5.361751079559326,0.25242719054222107,"h"
5.3340163230896,0.27272728085517883,-5.25,6,0.31521740555763245,"h"
4.930232524871826,0.30392158031463623,-1.75,5.059304714202881,0.25806450843811035,"a"
4.603321075439453,0.2358490526676178,-6.5,5.723790168762207,0.4588235318660736,"h"
5.2478814125061035,0.2584269642829895,-3.8055553436279297,5.934545516967773,0.3505154550075531,"a"
5.422430038452148,0.4000000059604645,-0.11111068725585938,4.724770545959473,0.2631579041481018,"h"
6.015761852264404,0.4845360815525055,15.583333015441895,4.697761058807373,0.2857142984867096,"a"
4.311154365539551,0.2688172161579132,5.097222328186035,5.096566677093506,0.27272728085517883,"a"
6.295833110809326,0.4395604431629181,17.51388931274414,5.592955112457275,0.30434781312942505,"a"
6.550607204437256,0.35227271914482117,9.11111068725586,5.30638313293457,0.23157894611358643,"a"
5.245614051818848,0.28421053290367126,10.75,5.5594987869262695,0.3125,"a"
5.0211944580078125,0.353658527135849,6.361111164093018,5.744813442230225,0.3137255012989044,"h"
5.103773593902588,0.2647058963775635,2.555555582046509,5.391812801361084,0.26530611515045166,"a"
5.610586166381836,0.3052631616592407,-3.4583334922790527,4.833333492279053,0.2164948433637619,"h"
4.677215099334717,0.20408162474632263,1.75,4.460869789123535,0.14130434393882751,"h"
4.876739501953125,0.29411765933036804,-2.5416665077209473,5.676587104797363,0.31182795763015747,"h"
4.950570106506348,0.3181818127632141,13.69444465637207,4.888223648071289,0.22580644488334656,"h"
6.101625919342041,0.4588235318660736,-3.4861106872558594,5.4204792976379395,0.22891566157341003,"h"
5.604519844055176,0.3695652186870575,-2.7361111640930176,5.5019683837890625,0.34408602118492126,"h"
4.872727394104004,0.2886597812175751,10.55555534362793,5.899430751800537,0.42268040776252747,"a"
6.187007904052734,0.39175257086753845,8.222222328186035,5.056224822998047,0.23711340129375458,"a"
5.285714149475098,0.26530611515045166,1,4.918811798095703,0.26595744490623474,"a"
4.057142734527588,0.14000000059604645,-11.777778625488281,5.329365253448486,0.3229166567325592,"a"
6.105820178985596,0.523809552192688,20,4.498871326446533,0.2395833283662796,"h"
5.992466926574707,0.44565218687057495,17.774999618530273,4.46750545501709,0.21782177686691284,"h"
6.038869380950928,0.4680851101875305,13.222222328186035,4.275100231170654,0.16346153616905212,"h"
6.303921699523926,0.3636363744735718,-0.33333301544189453,5.25,0.3368421196937561,"a"
4.602230548858643,0.239130437374115,-0.33333301544189453,5.275640964508057,0.3176470696926117,"h"
5.961164951324463,0.378947377204895,0.22222208976745605,5.632058143615723,0.2637362778186798,"a"
4.451361656188965,0.23148147761821747,-5.222221851348877,5.37641716003418,0.23529411852359772,"h"
5.25547456741333,0.3695652186870575,16.22222137451172,5.856846332550049,0.3229166567325592,"a"
5.506666660308838,0.31182795763015747,-1.3333333730697632,6.071282863616943,0.3720930218696594,"a"
5.625,0.28999999165534973,-4.699999809265137,4.7650861740112305,0.23469386994838715,"h"
4.932405471801758,0.30927833914756775,24.22222328186035,5.758415699005127,0.4252873659133911,"h"
5.081455707550049,0.42105263471603394,3.450000047683716,5.170254230499268,0.34020617604255676,"a"
5.386904716491699,0.3457943797111511,12.666666030883789,6.023166179656982,0.3804347813129425,"h"
4.635574817657471,0.23404255509376526,8.899999618530273,5.226720809936523,0.3505154550075531,"a"
4.372549057006836,0.25531914830207825,5.122221946716309,4.776679992675781,0.28260868787765503,"h"
6.166666507720947,0.4175824224948883,-0.4888887405395508,4.729838848114014,0.2142857164144516,"a"
6.392405033111572,0.41489362716674805,12.733333587646484,5.022944450378418,0.3333333432674408,"a"
5.641651153564453,0.4285714328289032,3.0888891220092773,4.15670108795166,0.14563106000423431,"h"
5.307839393615723,0.39024388790130615,9.144444465637207,5.281596660614014,0.23000000417232513,"h"
6.535999774932861,0.3863636255264282,-1.6000003814697266,5.0508131980896,0.3052631616592407,"h"
4.462522983551025,0.27659574151039124,2.566666603088379,5.10472297668457,0.22340425848960876,"h"
4.787545680999756,0.30434781312942505,13.511110305786133,5.780488014221191,0.3764705955982208,"h"
4.682572841644287,0.20202019810676575,2.0222225189208984,6.0088653564453125,0.3541666567325592,"a"
6.123967170715332,0.4479166567325592,-1.8000001907348633,5.442307472229004,0.3181818127632141,"a"
6.172484397888184,0.45348837971687317,0.27777767181396484,5.97123908996582,0.2772277295589447,"h"
6.167322635650635,0.3298968970775604,6.111111164093018,5.379385948181152,0.25531914830207825,"h"
5.318996429443359,0.41237112879753113,2.4777777194976807,5.787018299102783,0.3076923191547394,"a"
4.699999809265137,0.24210526049137115,6.59999942779541,5.591006278991699,0.2235294133424759,"a"
6.0217390060424805,0.4285714328289032,16.323232650756836,4.916508674621582,0.3333333432674408,"h"
5.669793605804443,0.39361703395843506,-0.26262664794921875,5.086065769195557,0.2673267424106598,"h"
5.517894744873047,0.28409090638160706,-3.000000238418579,5.953488349914551,0.3804347813129425,"h"
5.431818008422852,0.29591837525367737,9.333333969116211,4.4422221183776855,0.16483516991138458,"h"
5.421359062194824,0.24242423474788666,-0.19999992847442627,5.058165550231934,0.21875,"a"
4.856603622436523,0.35164836049079895,11.363636016845703,5.353293418884277,0.28125,"a"
4.339468479156494,0.2808988690376282,5.899999618530273,4.9930315017700195,0.32258063554763794,"a"
5.8166022300720215,0.3723404109477997,-1.9000000953674316,5.374233245849609,0.301075279712677,"a"
5.592050075531006,0.29591837525367737,-1.313131332397461,5.652091026306152,0.4020618498325348,"h"
6.435039520263672,0.3372093141078949,5.900000095367432,5.0101213455200195,0.2708333432674408,"a"
4.910891056060791,0.22772277891635895,2.3000001907348633,5.941729545593262,0.4065934121608734,"h"
5,0.27368420362472534,10.88888931274414,6.170212745666504,0.3404255211353302,"a"
5.037475109100342,0.3263157904148102,-3.3000001907348633,5.3623480796813965,0.32608696818351746,"h"
5.771484375,0.4329896867275238,3.172727108001709,4.688931465148926,0.260869562625885,"a"
4.5395684242248535,0.2916666567325592,7.545454978942871,6.057621002197266,0.4000000059604645,"h"
6.284936428070068,0.5116279125213623,16.100000381469727,4.444889545440674,0.1979166716337204,"h"
5.912133693695068,0.37362638115882874,-1.1999998092651367,4.697286128997803,0.2448979616165161,"h"
5.751502990722656,0.35164836049079895,-4.2727274894714355,5.162271976470947,0.28282827138900757,"h"
6.2303147315979,0.3298968970775604,4.372727394104004,4.436892986297607,0.20192307233810425,"h"
5.9609856605529785,0.42553192377090454,-2.454545497894287,5.082456111907959,0.32967033982276917,"h"
5.501009941101074,0.3137255012989044,10.745454788208008,5.067901134490967,0.1979166716337204,"a"
4.304250717163086,0.1683168262243271,-13.40000057220459,5.737354278564453,0.3958333432674408,"a"
5.650735378265381,0.31521740555763245,-1.7636363506317139,5.417153835296631,0.3877550959587097,"a"
5.256618976593018,0.2886597812175751,10,5.014644145965576,0.2680412232875824,"h"
6.099114894866943,0.4583333432674408,14.199999809265137,5.901119232177734,0.3068181872367859,"h"
5.404761791229248,0.30000001192092896,-2.2454545497894287,5.862069129943848,0.369047611951828,"a"
4.726922988891602,0.3295454680919647,11.42727279663086,5.2074689865112305,0.3085106313228607,"a"
5.17415714263916,0.380952388048172,8.716667175292969,4.927419185638428,0.2967033088207245,"h"
5.503636360168457,0.3854166567325592,-0.718181848526001,5.498981475830078,0.3333333432674408,"a"
5.738461494445801,0.41304346919059753,16.350000381469727,4.779510021209717,0.28723403811454773,"h"
4.831739902496338,0.25233644247055054,-1.6636366844177246,5.534188270568848,0.25882354378700256,"h"
6.204724311828613,0.3563218414783478,-1.7272729873657227,5.031645774841309,0.2526315748691559,"a"
5.563409328460693,0.29411765933036804,10.090909004211426,5.248394012451172,0.3295454680919647,"a"
5.053999900817871,0.24752475321292877,-1.5818182229995728,5.2022223472595215,0.21212121844291687,"h"
4.192719459533691,0.16161616146564484,-14.32727336883545,4.447033882141113,0.16842104494571686,"h"
6.315098285675049,0.38947367668151855,7.2727274894714355,6.270440101623535,0.3404255211353302,"h"
4.914807319641113,0.30000001192092896,22.31818199157715,5.770975112915039,0.2604166567325592,"h"
6.337474346160889,0.46590909361839294,4.766666889190674,5.715446949005127,0.33707866072654724,"a"
5.510204315185547,0.3085106313228607,-2,5.065979480743408,0.2916666567325592,"a"
5.723658084869385,0.41237112879753113,1.9090914726257324,5.472727298736572,0.2916666567325592,"h"
6.480544567108154,0.35227271914482117,4.854545593261719,5.427104949951172,0.3125,"a"
5.327967643737793,0.3020833432674408,10.106060981750488,5.083820819854736,0.31313130259513855,"h"
6.265748023986816,0.32608696818351746,3.6363635063171387,5.696390628814697,0.3095238208770752,"a"
4.99811315536499,0.34375,10.583333969116211,4.96160888671875,0.2747252881526947,"a"
